latitude,longitude,location_area,number_of_rooms,area,rent,floor,has_elevator,has_fireplace,has_outside,sold_price,adress
59.337164,18.08320783,Östermalm,2,72,"5,346",2,yes,no,no,9750000,Artillerigatan 43
59.33761044,18.08392789,Östermalm,3,73,"3,319",1,yes,,yes,10050000,Artillerigatan 52
59.338284,18.084076,Östermalm,2,49,"1,859",0,yes,no,,6350000,Artillerigatan 53
59.33824759,18.0844239,Östermalm,2.5,45,425,2,yes,,,6650000,Artillerigatan 56
59.33908,18.084692,Östermalm,1,32,"2,029",4,yes,yes,no,5000000,Artillerigatan 57
59.33968648,18.08517112,Östermalm,2,53,"2,595",0.5,yes,,,6750000,Artillerigatan 63
59.33968648,18.08517112,Östermalm,1,44,"2,381",1,yes,yes,no,5600000,Artillerigatan 63
59.33968648,18.08517112,Östermalm,3,79,"3,975",2,yes,,yes,12125000,Artillerigatan 63
59.33987088,18.08521296,Östermalm,2,51,"2,823",0,yes,no,no,6250000,Artillerigatan 65
59.34238849,18.08858909,Gärdet,1,29,"1,973",0,yes,,,3000000,Artillerigatan 72A
59.34238849,18.08858909,Gärdet,3,77.5,"3,976",1,yes,,yes,7600000,Artillerigatan 72A
59.34238849,18.08858909,Gärdet,3,77.5,"4,645",4,yes,,yes,7225000,Artillerigatan 72A
59.34242,18.088623,Gärdet,2,51,"3,215",5,yes,no,yes,5500000,Artillerigatan 72B
59.34242,18.088623,Gärdet,3,62.5,"3,618",5,yes,,yes,7150000,Artillerigatan 72B
59.3407197,18.08597557,Östermalm,3,109,"5,166",1.5,yes,,yes,14600000,Artillerigatan 75
59.3407197,18.08597557,Östermalm,1,37,"1,928",4,yes,no,no,4400000,Artillerigatan 75
59.34294092,18.08897816,Gärdet,2,53,"1,860",5,yes,no,yes,5750000,Artillerigatan 76
59.34294092,18.08897816,Gärdet,1,32,"1,351",6,yes,yes,,3695000,Artillerigatan 76
59.34310613,18.08915703,Gärdet,3,110,"3,615",4,yes,,yes,14000000,Artillerigatan 78
59.34310613,18.08915703,Gärdet,2,65,"2,288",6,yes,yes,yes,7800000,Artillerigatan 78
59.343375,18.08944813,Gärdet,1,17,895,2,yes,,,2300000,Artillerigatan 82
59.343375,18.08944813,Gärdet,1,17,906,3,no,no,yes,2380000,Artillerigatan 82
59.343375,18.08944813,Gärdet,2,43,"1,579",5,yes,,,4425000,Artillerigatan 82
59.34351491,18.0895994,Gärdet,1.5,30,"1,351",5,no,yes,,3600000,Artillerigatan 84
59.34351491,18.0895994,Gärdet,2,43,"1,527",5,yes,no,no,5100000,Artillerigatan 84
59.34229007,18.08758521,Gärdet,3,60,"2,847",0.5,yes,,yes,5900000,Artillerigatan 85
59.34229007,18.08758521,Gärdet,2,60,"2,934",2,yes,no,yes,6700000,Artillerigatan 85
59.34229007,18.08758521,Gärdet,2,60,"2,934",3,no,,yes,6900000,Artillerigatan 85
59.34229007,18.08758521,Gärdet,2,60,"2,992",5,yes,no,yes,7100000,Artillerigatan 85
59.3436542,18.08976124,Gärdet,2,71,"2,199",1.5,yes,no,yes,8100000,Artillerigatan 86
59.34244452,18.08776547,Gärdet,2,33,"2,329",1.5,yes,,yes,3750000,Artillerigatan 87
59.34244452,18.08776547,Gärdet,1.5,35.1,,,no,,,3800000,Artillerigatan 87
59.34261198,18.08796156,Gärdet,2,41,"1,743",2,yes,,yes,4250000,Artillerigatan 89
59.34261198,18.08796156,Gärdet,3,68,"2,767",6,,,,8200000,Artillerigatan 89
59.34261198,18.08796156,Gärdet,2.5,70,,,no,,,6970000,Artillerigatan 89
59.34431194,18.09866111,Gärdet,3,83,"4,414",1,yes,yes,yes,10375000,Askrikegatan 17
59.34431194,18.09866111,Gärdet,2,53,"2,819",2,yes,yes,yes,7100000,Askrikegatan 17
59.34431194,18.09866111,Gärdet,2,53,"2,819",3,yes,yes,yes,6850000,Askrikegatan 17
59.3440092,18.0998511,Gärdet,3,80,"7,284",1,yes,yes,yes,9750000,Askrikegatan 21
59.3440092,18.0998511,Gärdet,2,56,"5,225",3,yes,no,yes,7275000,Askrikegatan 21
59.34480869,18.09667153,Gärdet,1,25,"1,753",1,yes,,yes,3175000,Askrikegatan 9
59.34480869,18.09667153,Gärdet,3,59,"4,136",2,yes,no,yes,6950000,Askrikegatan 9
59.31236732,18.07126829,Södermalm,3,63,"2,219",1,no,,yes,5600000,Åsögatan 100
59.31236732,18.07126829,Södermalm,2,66,"2,318",1,yes,no,yes,6400000,Åsögatan 100
59.31236732,18.07126829,Södermalm,3,66,"2,108",3,yes,,yes,6200000,Åsögatan 100
59.31236732,18.07126829,Södermalm,2,63,"2,219",4,yes,no,yes,6160000,Åsögatan 100
59.3128578,18.072873,Södermalm,3,82.5,"5,635",7,yes,no,yes,7125000,Åsögatan 105
59.31265037,18.07265269,Södermalm,2,70,"3,862",2,yes,,yes,6075000,Åsögatan 106
59.31296696,18.0750571,Södermalm,2,53,"1,295",5,yes,,yes,5260000,Åsögatan 116
59.31301054,18.07538844,Södermalm,1,28,846,2,yes,no,no,3250000,Åsögatan 118
59.31301054,18.07538844,Södermalm,1,28,870,4,yes,no,no,3250000,Åsögatan 118
59.31306255,18.07578389,Södermalm,3,80,"1,815",1,yes,,yes,7495000,Åsögatan 120
59.31306255,18.07578389,Södermalm,1,28,878,5,yes,,,3100000,Åsögatan 120
59.31354857,18.07807506,Södermalm,2,44,,2,no,,,5255000,Åsögatan 127
59.31354857,18.07807506,Södermalm,3,75,"4,193",3,yes,no,yes,9575000,Åsögatan 127
59.31354857,18.07807506,Södermalm,2,83,"4,531",3,yes,no,yes,9800000,Åsögatan 127
59.31354857,18.07807506,Södermalm,3,75,"4,233",4,yes,no,yes,9500000,Åsögatan 127
59.31367598,18.0790435,Södermalm,2,65,"4,065",0.5,no,no,yes,6340000,Åsögatan 133
59.31367598,18.0790435,Södermalm,2,68,"4,517",2,yes,,yes,6400000,Åsögatan 133
59.31367598,18.0790435,Södermalm,2,71,"4,763",2,yes,,,7100000,Åsögatan 133
59.31383528,18.0792515,Södermalm,2,51,"2,670",1,no,no,no,5800000,Åsögatan 135A
59.31383259,18.08243358,Södermalm,2,68.5,"4,090",4,yes,,yes,6100000,Åsögatan 154A
59.31427301,18.08358063,Södermalm,1,31,"1,826",2,no,yes,yes,3400000,Åsögatan 157
59.31427301,18.08358063,Södermalm,1,33,"1,944",3,no,yes,yes,3800000,Åsögatan 157
59.31427301,18.08358063,Södermalm,2,41,"2,778",3,no,yes,no,4400000,Åsögatan 157
59.31410315,18.08365845,Södermalm,2,50,,6,no,,,5925000,Åsögatan 162
59.31444384,18.08488453,Södermalm,1.5,41,"1,447",3,yes,no,no,4250000,Åsögatan 163
59.31459264,18.08505516,Södermalm,2,39,"2,525",1.5,no,no,no,4250000,Åsögatan 165A
59.31425149,18.0848187,Södermalm,1.5,26,"1,226",5,no,,,3350000,Åsögatan 166
59.31425149,18.0848187,Södermalm,1,20,"1,005",6,yes,,yes,3500000,Åsögatan 166
59.31425149,18.0848187,Södermalm,2,49,"2,172",6,yes,no,yes,6570000,Åsögatan 166
59.31466289,18.085605,Södermalm,2,55,"3,716",2,no,,,6530000,Åsögatan 167A
59.31466289,18.085605,Södermalm,2,62,"4,277",3,no,no,yes,7080000,Åsögatan 167A
59.3421164,18.08827199,Södermalm,3,77.5,"4,676",5,yes,no,yes,7800000,Åsögatan 167A
59.31435778,18.08562722,Södermalm,3,66,"1,704",2.5,yes,,yes,7860000,Åsögatan 170
59.31468816,18.08708563,Södermalm,1,26,"2,566",2,yes,no,no,3100000,Åsögatan 173
59.31468816,18.08708563,Södermalm,3,98,"7,139",3,yes,no,no,10600000,Åsögatan 173
59.31448859,18.08677201,Södermalm,1,22.5,"1,497",4,yes,no,no,2815000,Åsögatan 174
59.31448859,18.08677201,Södermalm,1,24,"1,552",4,yes,,,2790000,Åsögatan 174
59.31448859,18.08677201,Södermalm,1,22.5,"1,313",5,yes,,,3000000,Åsögatan 174
59.31448859,18.08677201,Södermalm,1,24,"1,552",5,yes,no,no,3000000,Åsögatan 174
59.3147117,18.08740099,Södermalm,2,48,"3,034",3,yes,no,no,4700000,Åsögatan 175
59.31451799,18.08717787,Södermalm,1,21,"1,441",1,yes,no,no,2800000,Åsögatan 176
59.31451799,18.08717787,Södermalm,1,32,"2,159",2,yes,,,3280000,Åsögatan 176
59.31451799,18.08717787,Södermalm,1,34.5,"2,273",3,yes,no,no,3470000,Åsögatan 176
59.31451799,18.08717787,Södermalm,1.5,34.5,"2,089",4,yes,,,3550000,Åsögatan 176
59.31451799,18.08717787,Södermalm,2,77,"4,192",6,yes,,yes,9500000,Åsögatan 176
59.31451799,18.08717787,Södermalm,2,77,"4,849",6,yes,,yes,9500000,Åsögatan 176
59.31472136,18.08946354,Södermalm,1,22,833,2,yes,no,no,2925000,Åsögatan 181
59.31453793,18.08958399,Södermalm,2,63,"3,329",1,yes,no,yes,7100000,Åsögatan 184
59.31467901,18.0905002,Södermalm,1,35,"1,980",4,yes,yes,no,3930000,Åsögatan 185
59.31465977,18.09095936,Södermalm,1.5,41,"2,163",3,no,,,3700000,Åsögatan 189
59.31465977,18.09095936,Södermalm,2,41,"2,163",3,no,no,no,4950000,Åsögatan 189
59.31465977,18.09095936,Södermalm,1,31,"1,853",,no,,,3210000,Åsögatan 189
59.31448646,18.09082013,Södermalm,1,24,"2,041",5,yes,,yes,3050000,Åsögatan 190
59.31448646,18.09082013,Södermalm,3,55,"4,023",6,yes,,,5800000,Åsögatan 190
59.34216226,18.08825338,Södermalm,3,77.5,,,no,,,8525000,Åsögatan 190
59.31446442,18.09134566,Södermalm,2,50,"2,914",0.5,yes,,,4675000,Åsögatan 192
59.31446442,18.09134566,Södermalm,1.5,50,"2,999",1,yes,no,no,4150000,Åsögatan 192
59.31446442,18.09134566,Södermalm,2,43.5,"2,689",2.5,yes,no,no,4410000,Åsögatan 192
59.31446442,18.09134566,Södermalm,1,50,"3,026",4,yes,no,no,4225000,Åsögatan 192
59.31446442,18.09134566,Södermalm,2.5,66.5,"3,969",4,yes,no,no,6720000,Åsögatan 192
59.31444211,18.09187731,Södermalm,2,50,"2,999",1,yes,,,4750000,Åsögatan 194
59.31444211,18.09187731,Södermalm,2.5,47.5,"2,896",2,yes,no,no,4830000,Åsögatan 194
59.31444211,18.09187731,Södermalm,2.5,47.5,"2,922",3,yes,,,4320000,Åsögatan 194
59.31444211,18.09187731,Södermalm,2,46,"2,870",4,yes,no,no,4300000,Åsögatan 194
59.31443009,18.09216389,Södermalm,1,32,"2,314",5,yes,,yes,4000000,Åsögatan 196
59.3121791,18.0690745,Södermalm,1,39,884,3,yes,,yes,3975000,Åsögatan 90
59.31223328,18.06948501,Södermalm,2,33,"2,122",1,yes,,yes,3800000,Åsögatan 92
59.31223328,18.06948501,Södermalm,1,24,"1,998",3,yes,no,yes,2925000,Åsögatan 92
59.31223328,18.06948501,Södermalm,1,24,"1,738",4,yes,,yes,2800000,Åsögatan 92
59.31223328,18.06948501,Södermalm,2,35,"2,558",5,,,,3975000,Åsögatan 92
59.31223328,18.06948501,Södermalm,1,27,"2,085",6,yes,,yes,3160000,Åsögatan 92
59.31239135,18.07068587,Södermalm,1,32,"2,139",3,yes,,,3280000,Åsögatan 96
59.31239135,18.07068587,Södermalm,2,33,"2,309",5,yes,,yes,3950000,Åsögatan 96
59.31240083,18.07100141,Södermalm,1,22,"1,745",1,yes,no,no,2605000,Åsögatan 98
59.31240083,18.07100141,Södermalm,1.5,30,"2,252",1,yes,no,yes,3350000,Åsögatan 98
59.31240083,18.07100141,Södermalm,2,35,"2,534",1,yes,no,yes,3750000,Åsögatan 98
59.31240083,18.07100141,Södermalm,1,27,"2,083",1.5,yes,,yes,2710000,Åsögatan 98
59.31240083,18.07100141,Södermalm,1,27,"2,083",2.5,yes,,yes,3000000,Åsögatan 98
59.30902509,18.06866335,Södermalm,2,62,"2,279",5,yes,,,6100000,Assessorsgatan 16A
59.3088413,18.06807498,Södermalm,3,69,"2,536",3,yes,,,6850000,Assessorsgatan 18D
59.3088413,18.06807498,Södermalm,3,70,"2,536",5,yes,,,7025000,Assessorsgatan 18D
59.3100646,18.06855411,Södermalm,1.5,42,"2,994",2,yes,,yes,4000000,Assessorsgatan 6
59.3100646,18.06855411,Södermalm,1.5,42,"2,994",,no,,,3950000,Assessorsgatan 6
59.33791842,18.03973003,Vasastan,3,69,"3,486",4,yes,,yes,7700000,Atlasgatan 1
59.33829732,18.03784527,Vasastan,1.5,42,"2,080",0.5,yes,no,no,4630000,Atlasgatan 11
59.33829732,18.03784527,Vasastan,2.5,71,"3,520",1,yes,yes,,8175000,Atlasgatan 11
59.33829732,18.03784527,Vasastan,2.5,71,"3,520",1,,,,8175000,Atlasgatan 11
59.33845946,18.03799348,Vasastan,1,23,"1,668",2,no,no,no,2900000,Atlasgatan 12
59.33834476,18.0375757,Vasastan,1.5,41,"2,251",1.5,yes,,,4550000,Atlasgatan 13
59.33834476,18.0375757,Vasastan,2,45,"2,290",1.5,yes,,,5200000,Atlasgatan 13
59.33834476,18.0375757,Vasastan,2,64,"3,272",2,no,,yes,7250000,Atlasgatan 13
59.3386409,18.03696544,Vasastan,1,26,"1,874",0.5,yes,no,no,3025000,Atlasgatan 16
59.3386409,18.03696544,Vasastan,3,65,"5,637",4,yes,no,no,6850000,Atlasgatan 16
59.33801685,18.03944796,Vasastan,1,30,"1,416",1,yes,,,3520000,Atlasgatan 3
59.33801685,18.03944796,Vasastan,2,55,"2,686",5,yes,,yes,7700000,Atlasgatan 3
59.33801685,18.03944796,Vasastan,2,63,"3,076",6,yes,no,yes,8300000,Atlasgatan 3
59.33818895,18.03954098,Vasastan,3,92,"5,141",1,no,no,yes,9400000,Atlasgatan 4
59.33818895,18.03954098,Vasastan,2,50,"3,099",3,yes,,,5500000,Atlasgatan 4
59.33818895,18.03954098,Vasastan,2,65,"3,873",3,yes,no,no,6800000,Atlasgatan 4
59.33818895,18.03954098,Vasastan,2,63,"3,803",4,yes,no,no,7000000,Atlasgatan 4
59.33818895,18.03954098,Vasastan,3,71,"5,071",5,yes,no,yes,8750000,Atlasgatan 4
59.33813758,18.03876629,Vasastan,1,23,"1,626",1.5,yes,no,no,2700000,Atlasgatan 7
59.33813758,18.03876629,Vasastan,1,23,"1,626",2.5,yes,no,no,2850000,Atlasgatan 7
59.33813758,18.03876629,Vasastan,2,39,"2,479",3,yes,,,4410000,Atlasgatan 7
59.33824288,18.03815563,Vasastan,3,83,"4,435",4,yes,,,9500000,Atlasgatan 9
59.33824288,18.03815563,Vasastan,2,47,,,no,,,5450000,Atlasgatan 9
59.33785323,18.03657741,Vasastan,2,44,"2,874",4,yes,,,4600000,Atlasmuren 16
59.3378946,18.03600229,Vasastan,2,46.4,"1,143",1,yes,,,4275000,Atlasmuren 18
59.3378946,18.03600229,Vasastan,2,49,"1,309",4,yes,no,no,4825000,Atlasmuren 18
59.3378946,18.03600229,Vasastan,3,69,"2,396",5,yes,no,yes,8400000,Atlasmuren 18
59.33767891,18.03895544,Vasastan,2,34,"2,465",0.5,yes,no,no,4000000,Atlasmuren 4
59.33767891,18.03895544,Vasastan,3,72,,3,no,,,9250000,Atlasmuren 4
59.33767891,18.03895544,Vasastan,2,49,,,no,,,5450000,Atlasmuren 4
59.32699399,18.01011618,Fredhäll,1,26,"1,823",3,yes,,yes,2475000,Atterbomsvägen 28
59.32699399,18.01011618,Fredhäll,2,35,"2,569",4,yes,no,no,3360000,Atterbomsvägen 28
59.32699399,18.01011618,Fredhäll,3,57,"4,104",4,yes,no,yes,5100000,Atterbomsvägen 28
59.32712248,18.00948187,Fredhäll,2.5,51,"3,191",1,yes,,yes,4150000,Atterbomsvägen 30
59.32712248,18.00948187,Fredhäll,2,51,"3,278",2,yes,no,yes,4750000,Atterbomsvägen 30
59.32712248,18.00948187,Fredhäll,1,25,"1,885",3,yes,,yes,2725000,Atterbomsvägen 30
59.32712248,18.00948187,Fredhäll,1,25,,,no,,,2600000,Atterbomsvägen 30
59.32778456,18.0070338,Fredhäll,3,72,"4,420",1,yes,,yes,5400000,Atterbomsvägen 38
59.32778456,18.0070338,Fredhäll,3,72,"4,827",1,yes,no,yes,5950000,Atterbomsvägen 38
59.32778456,18.0070338,Fredhäll,2,43,"2,939",2,yes,no,yes,3950000,Atterbomsvägen 38
59.32928253,18.00225795,Fredhäll,2,42,"2,987",2,yes,,yes,4125000,Atterbomsvägen 58
59.32928253,18.00225795,Fredhäll,2,39,"2,631",4,yes,,yes,3400000,Atterbomsvägen 58
59.32946768,18.00238501,Fredhäll,3,66,"2,322",5,yes,no,yes,6500000,Atterbomsvägen 60
59.32946768,18.00238501,Fredhäll,1,28,,,no,,,2920000,Atterbomsvägen 60
59.32946768,18.00238501,Fredhäll,2,47,,,no,,,4700000,Atterbomsvägen 60
59.30441821,18.09963431,Hammarby sjöstad,3,85,"5,222",2,yes,no,yes,7600000,Babordsgatan 11
59.30484204,18.10061189,Hammarby sjöstad,1.5,37.7,"2,762",4,yes,no,yes,3850000,Babordsgatan 20
59.30393443,18.09946589,Hammarby sjöstad,2,44,"3,612",4,yes,,yes,3570000,Babordsgatan 8
59.32273298,17.98976552,Stora Essingen,3,82,"4,026",,no,yes,yes,7500000,Badstrandsvägen 20
59.32235734,17.99036482,Stora Essingen,1,38,"2,790",1,no,,yes,2960000,Badstrandsvägen 21
59.32257978,17.98972039,Stora Essingen,1.5,36,"2,032",2,no,no,no,3150000,Badstrandsvägen 22
59.32257978,17.98972039,Stora Essingen,1.5,37,"2,071",,no,no,no,3260000,Badstrandsvägen 22
59.32227168,17.98962594,Stora Essingen,3,73,"3,708",3,no,yes,yes,6510000,Badstrandsvägen 26
59.32170261,17.98971155,Stora Essingen,2,40,"2,577",3,no,no,yes,3100000,Badstrandsvägen 27
59.32170261,17.98971155,Stora Essingen,2,43,"2,610",3,no,,yes,3200000,Badstrandsvägen 27
59.32170261,17.98971155,Stora Essingen,2,43,"2,610",3,no,no,yes,3370000,Badstrandsvägen 27
59.32170261,17.98971155,Stora Essingen,2,40,"2,550",,no,,yes,2915000,Badstrandsvägen 27
59.32170261,17.98971155,Stora Essingen,2,40,"2,550",,no,no,yes,3100000,Badstrandsvägen 27
59.32170261,17.98971155,Stora Essingen,2.5,43,"2,610",,no,no,no,2975000,Badstrandsvägen 27
59.32153638,17.98924349,Stora Essingen,1.5,35,"2,117",0.5,no,no,no,2750000,Badstrandsvägen 32
59.32071815,17.98890776,Stora Essingen,2,39,"2,762",2,no,,yes,3280000,Badstrandsvägen 33
59.32071815,17.98890776,Stora Essingen,2,48,"3,919",3,no,no,yes,3295000,Badstrandsvägen 33
59.32470808,18.07355758,Gamla Stan,1,45,"1,341",0,no,no,no,4500000,Baggensgatan 13
59.32455781,18.0735647,Gamla Stan,1,19.4,699,0,no,,,2900000,Baggensgatan 15
59.32375918,18.0733585,Gamla Stan,2,50,"2,434",1,no,no,no,5850000,Baggensgatan 27
59.32375918,18.0733585,Gamla Stan,1,39,"1,671",2,,,,4100000,Baggensgatan 27
59.33399919,18.02315341,Stadshagen,3,79.5,"4,717",3,yes,,yes,6400000,Bågljusvägen 1
59.33399919,18.02315341,Stadshagen,3,85.5,"5,009",3,yes,,yes,6595000,Bågljusvägen 1
59.33399919,18.02315341,Stadshagen,3,79.5,"4,717",5,yes,no,yes,7000000,Bågljusvägen 1
59.33387356,18.0233655,Stadshagen,3,67,"3,970",1,yes,,,5600000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,3,82,"4,838",2,yes,no,yes,6300000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,2,65,"4,012",3,yes,no,yes,6220000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,3,67,"4,109",3,yes,no,yes,6525000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,1.5,37,"2,651",5,yes,no,yes,3420000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,1,37,"2,651",6,yes,,yes,3450000,Bågljusvägen 5
59.33387356,18.0233655,Stadshagen,3,82,"4,838",6,yes,no,yes,6700000,Bågljusvägen 5
59.33359408,18.02326566,Stadshagen,3,82,"4,838",2,yes,,yes,6525000,Bågljusvägen 7
59.33359408,18.02326566,Stadshagen,3,82,"4,838",3,yes,,yes,7000000,Bågljusvägen 7
59.33359408,18.02326566,Stadshagen,1.5,39.5,"2,773",5,yes,no,yes,3700000,Bågljusvägen 7
59.33974574,18.08876631,Östermalm,2,64.7,"1,988",2,no,,yes,8200000,Bältgatan 4
59.33974574,18.08876631,Östermalm,2,64,"1,988",3,yes,no,yes,8000000,Bältgatan 4
59.33979762,18.08908709,Östermalm,3,86,"3,506",3,yes,no,yes,14100000,Bältgatan 6
59.32861409,18.03114705,Kungsholmen,2,54,"2,690",2,yes,no,no,6200000,Baltzar von Platens gata 1
59.32861409,18.03114705,Kungsholmen,1,30,"1,661",3,yes,no,no,3300000,Baltzar von Platens gata 1
59.32861409,18.03114705,Kungsholmen,1,22,"1,289",7,yes,,yes,3000000,Baltzar von Platens gata 1
59.32879913,18.0312553,Kungsholmen,2,68,"3,227",0.5,yes,yes,no,6500000,Baltzar von Platens gata 3
59.3287379,18.03169767,Kungsholmen,2,43,"2,402",3,yes,no,yes,5250000,Baltzar von Platens gata 4
59.3287379,18.03169767,Kungsholmen,2,43,"2,401",4,yes,,yes,6500000,Baltzar von Platens gata 4
59.32899708,18.0313709,Kungsholmen,2,55,"3,215",1,yes,,,5350000,Baltzar von Platens gata 5
59.32899708,18.0313709,Kungsholmen,1.5,39,"2,424",2,yes,no,yes,4100000,Baltzar von Platens gata 5
59.32899708,18.0313709,Kungsholmen,1,35,"2,207",3,yes,no,no,3600000,Baltzar von Platens gata 5
59.32899708,18.0313709,Kungsholmen,2.5,70,"3,815",,yes,no,no,6500000,Baltzar von Platens gata 5
59.3289293,18.03181013,Kungsholmen,2,55,"3,397",5,yes,no,yes,6160000,Baltzar von Platens gata 6
59.32944306,18.03140657,Kungsholmen,2,36.5,894,3,yes,no,no,4500000,Baltzar von Platens gata 7A
59.32949523,18.03107204,Kungsholmen,2,52,"1,178",1,yes,,yes,6025000,Baltzar von Platens gata 7B
59.32949523,18.03107204,Kungsholmen,2,49.5,"1,122",2,yes,no,yes,5400000,Baltzar von Platens gata 7B
59.32949523,18.03107204,Kungsholmen,2,52,"1,178",2,yes,no,,5280000,Baltzar von Platens gata 7B
59.32966539,18.0313616,Kungsholmen,1,20.5,514,1,yes,,no,2550000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,2,50,"1,141",1,yes,no,yes,5450000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,2,44.5,"1,008",2,yes,no,no,4725000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,2,55.5,"1,312",2,yes,,,6440000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,1,20.5,513,3,yes,no,no,2515000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,3,55.5,"1,293",3,yes,no,yes,5900000,Baltzar von Platens gata 7C
59.32966539,18.0313616,Kungsholmen,2,52,"1,159",4,yes,no,yes,7600000,Baltzar von Platens gata 7C
59.33625831,18.09336485,Östermalm,2,46,927,1,yes,yes,yes,6650000,Banérgatan 29A
59.33625831,18.09336485,Östermalm,3,79,"1,657",3,yes,yes,yes,10850000,Banérgatan 29A
59.33638647,18.09345336,Östermalm,2,59,"3,925",0.5,yes,yes,yes,7350000,Banérgatan 31A
59.33786246,18.09581244,Östermalm,1,25,0,2.5,yes,no,yes,3800000,Banérgatan 44
59.33858662,18.0963963,Östermalm,3,75,"4,836",1,yes,yes,yes,7800000,Banérgatan 50
59.33858662,18.0963963,Östermalm,2,42,"2,942",4,yes,,yes,4875000,Banérgatan 50
59.33858662,18.0963963,Östermalm,1,28,"1,670",5,yes,no,yes,3950000,Banérgatan 50
59.332836,18.091635,Östermalm,2,61,"3,255",2,no,yes,yes,9000000,Banérgatan 6
59.3401737,18.09692595,Gärdet,2,54,"3,828",3,yes,no,yes,6050000,Banérgatan 71
59.340618,18.09676708,Gärdet,3,83,"3,022",,yes,,,7500000,Banérgatan 77
59.34067518,18.09649126,Gärdet,3,76,"2,903",,yes,no,yes,7795000,Banérgatan 79
59.34107847,18.09749091,Gärdet,2,62.5,"1,587",,yes,no,no,4995000,Banérgatan 89
59.30817434,18.09133003,Södermalm,2,48,"3,413",2,yes,,,4050000,Barnängs Tvärgränd 5
59.30817434,18.09133003,Södermalm,2,48,"3,412",4,yes,no,no,3800000,Barnängs Tvärgränd 5
59.31164124,18.09649781,Södermalm,3,77.5,"5,444",4,yes,no,yes,6750000,Barnängsgatan 15
59.31038034,18.09580256,Södermalm,3,71,"5,229",0.5,yes,no,no,5400000,Barnängsgatan 21A
59.32043919,18.06440985,Södermalm,3,201,"9,632",0,no,,,13000000,Bastugatan 16A
59.32020986,18.06209986,Södermalm,2,65,,5,no,,,7250000,Bastugatan 19
59.32020986,18.06209986,Södermalm,2,30,,,no,,,4530000,Bastugatan 19
59.32032423,18.06719977,Södermalm,3,83,"4,835",1,yes,no,yes,6900000,Bastugatan 2
59.32016948,18.06164657,Södermalm,1,25,"1,638",2,yes,no,no,3000000,Bastugatan 21
59.32016948,18.06164657,Södermalm,1,25,"1,583",3,yes,no,yes,3700000,Bastugatan 21
59.32016948,18.06164657,Södermalm,1.5,61,"3,916",4,yes,,yes,5600000,Bastugatan 21
59.32012901,18.06119171,Södermalm,1.5,37,"1,442",2,yes,,,4100000,Bastugatan 25
59.32012901,18.06119171,Södermalm,1,31,"1,209",3,yes,,,4150000,Bastugatan 25
59.32008898,18.06074281,Södermalm,2,43,"2,155",1,yes,,,4425000,Bastugatan 27
59.32008898,18.06074281,Södermalm,2,40,"2,197",2,yes,no,yes,6000000,Bastugatan 27
59.32008898,18.06074281,Södermalm,1,28,"1,452",3,yes,no,no,3250000,Bastugatan 27
59.32008898,18.06074281,Södermalm,1,28,"1,497",5,no,,yes,4000000,Bastugatan 27
59.32008898,18.06074281,Södermalm,3,93,"4,399",5,yes,,yes,16400000,Bastugatan 27
